ID,Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN42B0B04117BA7C86,Universal Home Experts,"9326 Kay Ln, Houston, TX 77064",https://www.bing.com/th?id=OLC.4e0LioPUI5DJlQ480x360&pid=Local,https://www.bing.com/maps?cp=29.909358978271484%7E-95.53107452392578&lvl=17.0&q=Universal%20Home%20Experts%20%2C%209326%20Kay%20Ln%2C%20Houston%2C%20TX%2077064,29.909358978271484,-95.53107452392578,4.5,Angi (24),Plumbing,Open · Closes 19:00,https://www.universalhomeexperts.com/,(832) 345-1660,jane@universalhomeexperts.com,"{""facebook"":""https://www.facebook.com/universalhomeexperts"",""twitter"":""https://twitter.com/uhe_houston"",""pinterest"":""https://www.pinterest.com/universalhe/"",""yelp"":""https://www.yelp.com/biz/universal-home-experts-houston-2"",""instagram"":""https://www.instagram.com/cricketwireless/"",""linkedin"":""https://www.linkedin.com/company/cricket-communications/""}",https://www.facebook.com/universalhomeexperts,https://www.instagram.com/cricketwireless/,https://twitter.com/uhe_houston
ypid:YN23FB7B51720F6866,ARS / Rescue Rooter,"10515 Okanella St Ste 100, Houston, TX 77041",https://www.bing.com/th?id=OLC.4l5kdpFR+kYJmg480x360&pid=Local,https://www.bing.com/maps?cp=29.858335494995117%7E-95.55657196044922&lvl=17.0&q=ARS%20%2F%20Rescue%20Rooter%20%2C%2010515%20Okanella%20St%20Ste%20100%2C%20Houston%2C%20TX%2077041,29.858335494995117,-95.55657196044922,1.5,Yelp (692),HVAC services,Open 24 hours,https://www.ars.com/houston,(713) 428-2700,"ccparequest@ars.com,info@a-ars.com,arscommunications@ars.com,secon@seconexpo.com,egisec@seconexpo.com,global@seconexpo.com,inforequest@ars.com,jnorris@ars.com","{""facebook"":""https://www.facebook.com/arsrescuerooter"",""twitter"":""https://twitter.com/arsrescuerooter"",""instagram"":""https://www.instagram.com/ars_rescuerooter/?hl=en"",""pinterest"":""https://ro.pinterest.com/arsrr/"",""youtube"":""https://www.youtube.com/channel/ucwcibajqbeidgfav7ssblpa"",""linkedin"":""https://www.linkedin.com/company/american-residential-services""}",https://www.facebook.com/arsrescuerooter,https://www.instagram.com/ars_rescuerooter/?hl=en,https://twitter.com/arsrescuerooter
ypid:YN3E98249FCB3583C0,"Abacus Plumbing, Air Conditioning, & Electrical","4001 Kendrick Plaza Dr, Houston, TX 77032",https://www.bing.com/th?id=OLC.Z223SR4xjOysYQ480x360&pid=Local,https://www.bing.com/maps?cp=29.942150115966797%7E-95.32929992675781&lvl=17.0&q=Abacus%20Plumbing%2C%20Air%20Conditioning%2C%20%26%20Electrical%20%2C%204001%20Kendrick%20Plaza%20Dr%2C%20Houston%2C%20TX%2077032,29.942150115966797,-95.32929992675781,2,Yelp (559),Plumbing,Open 24 hours,https://www.abacusplumbing.net/,(713) 812-7070,"mikemyers@abacusplumbing.net,smalayter@greenhousepartners.com,privacy@wrenchgroup.com,max.peterson@thisoldhouse.com,austingeneratorservices@abacusplumbing.net,sales@austingenerator.com,profiles@birdeye.com,customerservice@abacusplumbing.net,vip@abacusplumbing.net,Smith@abacusplumbing.net,jdoe@abacusplumbing.net,info@trbutler.com,cccbayarea@yahoo.com,kerry@kwolfconstruction.com,shorebreakconstruction@gmail.com,bfcrinc@gmail.com,ajblconstructioninc@gmail.com","{""facebook"":""https://www.facebook.com/settings?tab=ads"",""twitter"":""https://twitter.com/abacusplumbing"",""youtube"":""https://www.youtube.com/c/abacusplumbingairconditioningelectricalhouston""}",https://www.facebook.com/settings?tab=ads,,https://twitter.com/abacusplumbing
ypid:YNCB677F0C4665CFCC,Air Specialist Air Conditioning & Plumbing,"1323 N Main St, Pearland, TX 77581",https://www.bing.com/th?id=OLC.Ng1lnLOhBI63kg480x360&pid=Local,https://www.bing.com/maps?cp=29.5878849029541%7E-95.28499603271484&lvl=17.0&q=Air%20Specialist%20Air%20Conditioning%20%26%20Plumbing%20%2C%201323%20N%20Main%20St%2C%20Pearland%2C%20TX%2077581,29.5878849029541,-95.28499603271484,2,Yelp (98),HVAC services,Closed · Opens 08:00,https://www.airspecialist.com/,(713) 469-3443,"info@airspecialist.com,kiansoon@airspecialist.com.sg,info@airassurance.com","{""facebook"":""https://www.facebook.com/airspecialist/"",""twitter"":""https://twitter.com/airspecialisttx"",""youtube"":""https://www.youtube.com/channel/ucw8uax1f4lvgd_vo3bgbqka""}",https://www.facebook.com/airspecialist/,,https://twitter.com/airspecialisttx
ypid:YN35C8058F226FB3BB,Uptown Heating & Air Conditioning,"11211 Richmond Ave Ste B102, Houston, TX 77082",https://www.bing.com/th?id=OLC.rFmzWA85VWkKdQ480x360&pid=Local,https://www.bing.com/maps?cp=29.72649574279785%7E-95.57400512695312&lvl=17.0&q=Uptown%20Heating%20%26%20Air%20Conditioning%20%2C%2011211%20Richmond%20Ave%20Ste%20B102%2C%20Houston%2C%20TX%2077082,29.72649574279785,-95.57400512695312,3.5,Yelp (13),HVAC services,Open · Closes 19:00,https://www.uptownac.com/,(832) 709-0236,"Uptownair@gmail.com,reservations.central@frasershospitality.com","{""facebook"":""https://www.facebook.com/whitesidej92/posts/3567133546931737"",""twitter"":""https://twitter.com/airuptown"",""linkedin"":""https://www.linkedin.com/company/uptown-heating-air-conditioning"",""instagram"":""https://www.instagram.com/uptownair/"",""youtube"":""https://www.youtube.com/channel/ucu3i8irs9oqtcvf1yzykm0q""}",https://www.facebook.com/whitesidej92/posts/3567133546931737,https://www.instagram.com/uptownair/,https://twitter.com/airuptown
ypid:YN693DC82078BAE0CD,Smart Air,"12455 Westpark Dr Unit G3, Houston, TX 77082",https://www.bing.com/th?id=OLC.yXtxdiTMBoHQYg480x360&pid=Local,https://www.bing.com/maps?cp=29.72271156311035%7E-95.60347747802734&lvl=17.0&q=Smart%20Air%20%2C%2012455%20Westpark%20Dr%20Unit%20G3%2C%20Houston%2C%20TX%2077082,29.72271156311035,-95.60347747802734,5,Yelp (140),HVAC services,Opens in 27 mins,https://www.houstonsmartair.com/,(281) 809-6444,"h-tot@hhosting.co.kr,help@holafly.com","{""yelp"":""https://www.yelp.com/biz/smart-air-houston-3?start=40"",""facebook"":""https://www.facebook.com/curt.jaeger/posts/5803814969633213"",""linkedin"":""https://www.linkedin.com/in/jay-jahantash-431373ab/"",""youtube"":""https://www.youtube.com/@smartairhoustontx"",""instagram"":""https://www.instagram.com/houstonsmartair/"",""twitter"":""https://twitter.com/houstonsmartair"",""tiktok"":""https://www.tiktok.com/@houstonsmartair"",""pinterest"":""https://www.pinterest.ph/smartairhoustontx/""}",https://www.facebook.com/curt.jaeger/posts/5803814969633213,https://www.instagram.com/houstonsmartair/,https://twitter.com/houstonsmartair
ypid:YNC3D7D7D871A9170F,Royal Air Houston,"12519 FM-529, Houston, TX 77041",https://www.bing.com/th?id=OLC./YlbOGrhwFl7/A480x360&pid=Local,https://www.bing.com/maps?cp=29.879411697387695%7E-95.59840393066406&lvl=17.0&q=Royal%20Air%20Houston%20%2C%2012519%20FM-529%2C%20Houston%2C%20TX%2077041,29.879411697387695,-95.59840393066406,1.5,Yelp (343),HVAC services,Closed · Opens 08:00,https://www.royalairhouston.com/,(832) 334-5959,"info@RoyalAirHouston.com,info@royalairhouston.com","{""facebook"":""https://www.facebook.com/royalairconditioninghouston/"",""twitter"":""https://twitter.com/royalairhouston"",""instagram"":""https://www.instagram.com/royalairhouston/"",""yelp"":""https://yelp.com/biz/royal-air-conditioning-houston""}",https://www.facebook.com/royalairconditioninghouston/,https://www.instagram.com/royalairhouston/,https://twitter.com/royalairhouston
ypid:YNECC4959DC491C972,Air Of Houston,"1850 Old Holzwarth Rd, Spring, TX 77388",https://www.bing.com/th?id=OLC.n+x8zL99n2/HzQ480x360&pid=Local,https://www.bing.com/maps?cp=30.066089630126953%7E-95.43968200683594&lvl=17.0&q=Air%20Of%20Houston%20%2C%201850%20Old%20Holzwarth%20Rd%2C%20Spring%2C%20TX%2077388,30.066089630126953,-95.43968200683594,4,Yelp (47),HVAC services,Open · Closes 21:00,https://www.airofhouston.com/,(281) 890-0990,,"{""yelp"":""https://www.yelp.com/biz/air-of-houston-spring-6"",""facebook"":""https://www.facebook.com/profile.php?id=100064050129040&sk=reviews""}",https://www.facebook.com/profile.php?id=100064050129040&sk=reviews,,
ypid:YNFA599D7D22B4F148,"All Star A/C, Plumbing & Electrical","9418 Mills Rd, Houston, TX 77070",https://www.bing.com/th?id=OLC.od2xmRZxDEvTAA480x360&pid=Local,https://www.bing.com/maps?cp=29.957754135131836%7E-95.5601806640625&lvl=17.0&q=All%20Star%20A%2FC%2C%20Plumbing%20%26%20Electrical%20%2C%209418%20Mills%20Rd%2C%20Houston%2C%20TX%2077070,29.957754135131836,-95.5601806640625,4.5,Yelp (116),HVAC services,Open 24 hours,https://allstarairtexas.com/,(713) 842-9532,,"{""facebook"":""https://www.facebook.com/allstarairsnowman/reviews"",""yelp"":""https://www.yelp.com/biz/all-star-a-c-heating-and-plumbing-houston-2"",""youtube"":""https://www.youtube.com/channel/uc77rgkmixu8xlkcuymm38tq"",""twitter"":""https://x.com/allstarhvac_tx%20""}",https://www.facebook.com/allstarairsnowman/reviews,,https://x.com/allstarhvac_tx%20
ypid:YN1A337AA6B892137D,TemperaturePro Katy-Cypress,"18701 Clay Rd Ste 800, Houston, TX 77084",https://www.bing.com/th?id=OLC.HwVxPHetKLQwkA480x360&pid=Local,https://www.bing.com/maps?cp=29.830705642700195%7E-95.693115234375&lvl=17.0&q=TemperaturePro%20Katy-Cypress%20%2C%2018701%20Clay%20Rd%20Ste%20800%2C%20Houston%2C%20TX%2077084,29.830705642700195,-95.693115234375,,,HVAC services,Open 24 hours,https://www.blitzproservices.com/service-area/cypress-tx,(281) 607-5884,,"{""instagram"":""https://www.instagram.com/temperatureprokatycypress/"",""facebook"":""https://www.facebook.com/temperatureprokatycypress"",""twitter"":""https://twitter.com/tpkatycypress"",""tiktok"":""https://www.tiktok.com/@temperaturepro?_t=8wsrgn0r2ns&_r=1"",""yelp"":""https://www.yelp.com/biz/temperaturepro-houston-3"",""linkedin"":""https://www.linkedin.com/company/temperaturepro-katy-cypress/about/""}",https://www.facebook.com/temperatureprokatycypress,https://www.instagram.com/temperatureprokatycypress/,https://twitter.com/tpkatycypress
ypid:YNA6F2132E802CE84B,Air Depot Cooling & Heating,"12920 Cypress North Houston Rd, Cypress, TX 77429",https://www.bing.com/th?id=OLC.IS6Pb6acSHPASg480x360&pid=Local,https://www.bing.com/maps?cp=29.947956085205078%7E-95.61524200439453&lvl=17.0&q=Air%20Depot%20Cooling%20%26%20Heating%20%2C%2012920%20Cypress%20North%20Houston%20Rd%2C%20Cypress%2C%20TX%2077429,29.947956085205078,-95.61524200439453,4,Yelp (24),HVAC services,Opens in 27 mins,https://airdepot.com/,(281) 477-3700,info@airdepot.com,"{""facebook"":""https://www.facebook.com/136582713042840/"",""instagram"":""https://www.instagram.com/airdepot"",""youtube"":""https://www.youtube.com/watch?v=gplnu6z09ao"",""twitter"":""https://twitter.com/airdepot"",""yelp"":""https://www.yelp.com/biz/airdepot-cypress""}",https://www.facebook.com/136582713042840/,https://www.instagram.com/airdepot,https://twitter.com/airdepot
ypid:YN713544A38301BFEA,ASAP AIR A/C and Heating,"1009 Aurora St, Houston, TX 77009",https://www.bing.com/th?id=OLC.uragra0uDCiNaw480x360&pid=Local,https://www.bing.com/maps?cp=29.810087203979492%7E-95.38573455810547&lvl=17.0&q=ASAP%20AIR%20A%2FC%20and%20Heating%20%2C%201009%20Aurora%20St%2C%20Houston%2C%20TX%2077009,29.810087203979492,-95.38573455810547,5,Yelp (3),HVAC services,Closed · Opens 08:00,https://www.asapairhoustonac.com/,(713) 862-1775,,"{""facebook"":""https://www.facebook.com/permalink.php?story_fbid=240190131896852&id=100077176015213"",""twitter"":""https://twitter.com/asapair1"",""youtube"":""https://www.youtube.com/channel/uc4ispp5ibjfsszet3zkdwfg"",""yelp"":""https://www.yelp.com/biz/asap-air-a-c-and-heating-houston-3""}",https://www.facebook.com/permalink.php?story_fbid=240190131896852&id=100077176015213,,https://twitter.com/asapair1
ypid:YNE47A385927B13AF2,Ace Comfort Air Conditioning & Heating,"601 Milwaukee St, Houston, TX 77009",https://www.bing.com/th?id=OLC.WFyVa7EmSZGAEw480x360&pid=Local,https://www.bing.com/maps?cp=29.809608459472656%7E-95.36363983154297&lvl=17.0&q=Ace%20Comfort%20Air%20Conditioning%20%26%20Heating%20%2C%20601%20Milwaukee%20St%2C%20Houston%2C%20TX%2077009,29.809608459472656,-95.36363983154297,4.5,Yelp (33),HVAC services,Open · Closes 23:59,http://www.acecomfort-tx.com/,(281) 658-5141,service@acecomfort-tx.com,"{""facebook"":""https://www.facebook.com/profile.php?id=100087527012779"",""twitter"":""https://x.com/acecomfort1"",""instagram"":""https://www.instagram.com/acecomfort.mybusiness/"",""youtube"":""https://www.youtube.com/channel/ucehzu9-bgfvpl6vztptawyg"",""linkedin"":""https://www.linkedin.com/company/acecomfortairconditioning""}",https://www.facebook.com/profile.php?id=100087527012779,https://www.instagram.com/acecomfort.mybusiness/,https://x.com/acecomfort1
ypid:YN6ADB1E8BEBBFC515,High Performance Home Systems,"963 Wakefield Dr, Houston, TX 77018",https://www.bing.com/th?id=OLC.h4vbj0KesCSiyA480x360&pid=Local,https://www.bing.com/maps?cp=29.82128143310547%7E-95.42340850830078&lvl=17.0&q=High%20Performance%20Home%20Systems%20%2C%20963%20Wakefield%20Dr%2C%20Houston%2C%20TX%2077018,29.82128143310547,-95.42340850830078,5,Yelp (2),HVAC services,Closed · Opens 08:00,https://highperformancehomesystems.com/,(713) 367-0098,support@highperformancehomesystems.com,"{""facebook"":""https://www.facebook.com/hphshouston"",""linkedin"":""https://www.linkedin.com/company/high-performance-home-systems/"",""instagram"":""https://www.instagram.com/hvac_hphs/"",""youtube"":""https://www.youtube.com/@highperformancehomesystems""}",https://www.facebook.com/hphshouston,https://www.instagram.com/hvac_hphs/,
ypid:YNE7E7C4BC35B3AAEC,M&S Mechanical for AC and Heating,"2614 Yorktown St, Greater Uptown, TX",https://www.bing.com/th?id=OLC.sO5xwxtbYu+o3g480x360&pid=Local,https://www.bing.com/maps?cp=29.74175453186035%7E-95.47093200683594&lvl=17.0&q=M%26S%20Mechanical%20for%20AC%20and%20Heating%20%2C%202614%20Yorktown%20St%2C%20Greater%20Uptown%2C%20TX,29.74175453186035,-95.47093200683594,3,Yelp (15),HVAC services,Open · Closes 23:59,https://ms-mechanical-ac.com/,(713) 489-3823,"mike01@msmechanical-ac.com,moonsoo@skku.edu","{""facebook"":""https://www.facebook.com/msmechanical1/"",""twitter"":""https://twitter.com/msmechanical1"",""pinterest"":""https://www.pinterest.com/msmechanicalac/"",""instagram"":""https://www.instagram.com/msmechanical.ac/""}",https://www.facebook.com/msmechanical1/,https://www.instagram.com/msmechanical.ac/,https://twitter.com/msmechanical1
ypid:YN3B154A983345E79,Adams Air Conditioning,"Private Address in Langwood, TX",https://www.bing.com/th?id=OLC.SrckVZzI9+huVg480x360&pid=Local,https://www.bing.com/maps?cp=29.826650619506836%7E-95.47975158691406&lvl=17.0&q=Adams%20Air%20Conditioning%20%2C%20Private%20Address%20in%20Langwood%2C%20TX,29.826650619506836,-95.47975158691406,,,HVAC services,Open 24 hours,https://www.adams-air.com/houston/,(281) 677-2526,adamsairhouston@gmail.com,"{""facebook"":""https://www.facebook.com/adamsairhouston"",""instagram"":""https://www.instagram.com/adamsairhouston"",""pinterest"":""https://www.pinterest.com/adamsairhouston""}",https://www.facebook.com/adamsairhouston,https://www.instagram.com/adamsairhouston,
ypid:YNA6A7594FEF7AE2B9,Western AC,"Private Address in Spring Branch East, TX",https://www.bing.com/th?id=OLC.HeneN8mfiBIBeQ480x360&pid=Local,https://www.bing.com/maps?cp=29.80712127685547%7E-95.4892349243164&lvl=17.0&q=Western%20AC%20%2C%20Private%20Address%20in%20Spring%20Branch%20East%2C%20TX,29.80712127685547,-95.4892349243164,,,HVAC services,Open 24 hours,https://westernprogroup.com/,(713) 391-9782,"infowest.ac@gmail.com,legal@ueni.com,abuse@ueni.com,help@ueni.com,help@ueni.om","{""instagram"":""https://www.instagram.com/ueni.ltd/"",""facebook"":""https://www.facebook.com/ueniltd"",""linkedin"":""https://www.linkedin.com/company/ueni-ltd/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""twitter"":""https://twitter.com/ueniltd"",""tiktok"":""https://www.tiktok.com/@ueni.com""}",https://www.facebook.com/ueniltd,https://www.instagram.com/ueni.ltd/,https://twitter.com/ueniltd
ypid:YN5ED24674276619,Environmental Air Systems Inc,"4913 Mangum Rd, Houston, TX 77092",https://www.bing.com/th?id=OLC.u/EONjHbDsN8BQ480x360&pid=Local,https://www.bing.com/maps?cp=29.839801788330078%7E-95.46356964111328&lvl=17.0&q=Environmental%20Air%20Systems%20Inc%20%2C%204913%20Mangum%20Rd%2C%20Houston%2C%20TX%2077092,29.839801788330078,-95.46356964111328,,,HVAC services,Closed · Opens 08:00,http://www.environmentalair.com/,(713) 680-3274,,"{""yelp"":""https://www.yelp.com/biz/environmental-air-systems-houston-2"",""facebook"":""https://www.facebook.com/150380375061819/"",""twitter"":""https://twitter.com/envirnmtalair""}",https://www.facebook.com/150380375061819/,,https://twitter.com/envirnmtalair
ypid:YN53806B00DC80E481,Air Star Now,"6607 Flintlock Rd, Houston, TX 77040",https://www.bing.com/th?id=OLC.iCnOvDT3mKJJvg480x360&pid=Local,https://www.bing.com/maps?cp=29.862577438354492%7E-95.5208511352539&lvl=17.0&q=Air%20Star%20Now%20%2C%206607%20Flintlock%20Rd%2C%20Houston%2C%20TX%2077040,29.862577438354492,-95.5208511352539,5,Angi (16),HVAC services,Open 24 hours,https://www.airstarnow.com/,(713) 929-9595,,"{""facebook"":""https://www.facebook.com/scorpion.co/"",""yelp"":""https://www.yelp.com/biz/air-star-now-houston"",""twitter"":""https://x.com/scorpiondotco"",""youtube"":""https://www.youtube.com/@scorpiondesign"",""linkedin"":""https://www.linkedin.com/company/scorpion"",""instagram"":""https://www.instagram.com/scorpion.co""}",https://www.facebook.com/scorpion.co/,https://www.instagram.com/scorpion.co,https://x.com/scorpiondotco
ypid:YN66340E5AB2BC7BEC,Letsos Company,"8435 Westglen Dr, Houston, TX 77063",https://www.bing.com/th?id=OLC.nP7P1j9MzmwNcQ480x360&pid=Local,https://www.bing.com/maps?cp=29.7244815826416%7E-95.51195526123047&lvl=17.0&q=Letsos%20Company%20%2C%208435%20Westglen%20Dr%2C%20Houston%2C%20TX%2077063,29.7244815826416,-95.51195526123047,,,Contractor,Open 24 hours,http://letsos.com/,(713) 783-3200,"letsosco@letsos.com,jletsos@letsos.com,mletsos@letsos.com,jdoe@letsos.com,letsoshr@letsos.com,gletsos@letsos.com",,,,
